network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,692,714,738,,,715,3868,3883,3900,,
testnet,default,transfer-erc20-test,0,653,662,686,,,665,3814,3828,3846,,
testnet,default,transfer-cadence-soft-finality-test,0,386,404,438,405,4517,,,4540,4562,406,7586
testnet,default,transfer-cadence-test,0,225,231,251,230,4344,,,4367,6435,231,6398
mainnet,default,transfer-test,0,997,1021,1047,,,1021,13876,13925,13950,,
mainnet,default,transfer-cadence-soft-finality-test,0,641,653,749,654,6704,,,6728,6821,656,11115
testnet,ALCHEMY_URL,transfer-test,0,665,667,735,,,668,4131,4137,4201,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,546,562,642,,,564,4065,4085,4145,,
mainnet,ALCHEMY_URL,transfer-test,0,760,764,826,,,765,7460,7498,7551,,
testnet,QUICKNODE_URL,transfer-test,0,516,562,582,,,563,3729,3777,3796,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,419,459,482,,,462,3623,3630,3651,,
mainnet,QUICKNODE_URL,transfer-test,0,560,561,586,,,562,6991,7041,7065,,
