providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-test,0,970,1000,1095,7700,7785,,,1000,7737,,
default,transfer-erc20-test,0,900,900,995,7500,7580,,,900,7499,,
default,transfer-cadence-soft-finality-test,0,722,650,835,6250,6591,650,6353,,,650,8492
default,transfer-cadence-test,0,527,450,676,4800,7674,450,4895,,,450,8075
ALCHEMY_URL,transfer-test,0,2177,2200,2537,16700,16959,,,2200,16771,,
ALCHEMY_URL,transfer-erc20-test,0,1246,1250,1431,9300,9478,,,1250,9290,,
