network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,740,757,793,,,,,,,756,4068,4084,4119,,,,
testnet,default,transfer-erc20-test,,,0,431,459,499,,,,,,,463,3733,3746,3785,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,496,534,592,,,,,535,4806,,,4812,4869,,,536,7983
testnet,default,transfer-cadence-test,,,0,327,356,425,,,,,357,4638,,,4638,6720,,,358,6762
mainnet,default,transfer-test,,,0,274,302,327,,,,,,,303,6730,6749,6772,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,521,547,630,,,,,548,9426,,,9439,9522,,,549,11482
testnet,ALCHEMY_URL,transfer-test,,,1,755,758,827,,,,,,,759,7472,7493,7546,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,429,454,514,,,,,,,457,3934,3975,4034,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,529,557,634,,,,,,,558,7289,7298,7370,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,193,201,220,,,,,,,202,3360,3362,3381,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,197,203,225,,,,,,,205,6577,6586,6606,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,227,252,276,,,,,,,253,6679,6722,6745,,,,
mainnet,default,headless-kittypunch-swap-1,0,21359,,,,,21389,22524,22550,41845,,,,,,,41878,48205,,
