network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,583,609,632,,,610,7028,7076,7099,,
testnet,default,transfer-erc20-test,0,298,303,329,,,306,6722,6725,6749,,
testnet,default,transfer-cadence-soft-finality-test,0,395,438,499,438,5607,,,5625,5682,440,8778
testnet,default,transfer-cadence-test,0,394,420,460,421,6622,,,6660,9581,423,10854
mainnet,default,transfer-test,0,470,509,624,,,510,7197,7243,7267,,
testnet,ALCHEMY_URL,transfer-test,0,452,455,483,,,455,6977,6994,7035,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,322,354,399,,,357,6910,6940,6976,,
mainnet,ALCHEMY_URL,transfer-test,0,420,458,488,,,458,6938,6947,6971,,
testnet,QUICKNODE_URL,transfer-test,1,322,355,378,,,356,6776,6825,6848,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,315,354,380,,,357,6776,6780,6804,,
mainnet,QUICKNODE_URL,transfer-test,0,475,509,534,,,510,7024,7037,7060,,
