network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,616,664,701,,,,,,,665,7159,7160,7194,,,,
testnet,default,transfer-erc20-test,,,0,732,764,806,,,,,,,767,7346,7347,7383,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,522,564,621,,,,,565,6954,,,6996,7051,,,566,11128
testnet,default,transfer-cadence-test,,,0,308,349,385,,,,,350,7678,,,7699,9669,,,351,9773
mainnet,default,transfer-test,,,0,876,918,945,,,,,,,919,7366,7400,7427,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,739,773,842,,,,,774,6423,,,6439,6505,,,775,9659
testnet,ALCHEMY_URL,transfer-test,,,0,794,815,879,,,,,,,816,7522,7553,7619,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,643,663,721,,,,,,,666,7295,7297,7347,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,770,816,866,,,,,,,817,7452,7501,7546,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,389,408,427,,,,,,,409,6788,6836,6856,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,327,357,381,,,,,,,359,13156,13161,13182,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,661,662,689,,,,,,,663,7107,7141,7167,,,,
mainnet,default,headless-kittypunch-swap-1,0,20971,,,,,20999,29381,29420,47707,,,,,,,47710,51054,,
