network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,918,921,974,,,,,,,922,4380,4402,4452,,,,
testnet,default,transfer-erc20-test,,,0,1056,1063,1121,,,,,,,1066,4496,4538,4593,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,591,605,685,,,,,605,5012,,,5043,5123,,,607,7174
testnet,default,transfer-cadence-test,,,0,405,412,490,,,,,412,3738,,,3782,6417,,,414,7049
mainnet,default,transfer-test,,,0,919,956,980,,,,,,,957,7387,7399,7424,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,629,629,713,,,,,630,9135,,,9175,9242,,,631,12340
testnet,ALCHEMY_URL,transfer-test,,,0,472,505,556,,,,,,,506,3997,4028,4082,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,529,553,664,,,,,,,555,4057,4084,4141,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,714,753,806,,,,,,,754,7467,7507,7551,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,619,653,673,,,,,,,654,3813,3822,3841,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,375,403,426,,,,,,,405,3564,3577,3597,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,611,653,678,,,,,,,654,7078,7097,7120,,,,
mainnet,default,headless-kittypunch-swap-1,0,21096,,,,,21107,29555,29602,48049,,,,,,,48066,54629,,
