network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1280,1278,1298,,,,,,,,,1279,7659,7709,7728,,,,
testnet,default,transfer-erc20-test,,,0,496,509,534,,,,,,,,,513,6896,6944,6965,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,591,594,650,,,,,,,595,5891,,,5903,5955,,,596,9061
testnet,default,transfer-cadence-test,,,0,332,373,427,,,,,,,374,5667,,,5679,8643,,,376,8833
mainnet,default,transfer-test,,,0,1621,1633,1658,,,,,,,,,1634,14494,14542,14566,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,534,568,653,,,,,,,569,11055,,,11080,11146,,,570,14278
testnet,ALCHEMY_URL,transfer-test,,,0,931,972,1051,,,,,,,,,973,7877,7917,7978,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,746,765,829,,,,,,,,,768,7692,7714,7798,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,810,819,894,,,,,,,,,820,7623,7665,7723,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,592,612,632,,,,,,,,,613,6994,7040,7059,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,538,562,585,,,,,,,,,565,6947,6995,7016,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,594,614,638,,,,,,,,,614,7047,7095,7119,,,,
mainnet,default,headless-kittypunch-swap-1,0,21224,,,,,21253,23437,,,23475,42435,,,,,,,42465,49814,,
mainnet,default,headless-kittypunch-swap-2,0,2618,,,,,,,2633,6148,6188,25239,,,,,,,25285,32131,,
mainnet,default,headless-kittypunch-swap-3,0,18551,,,,,18569,20705,,,20729,36344,,,,,,,36349,40689,,
mainnet,default,headless-kittypunch-swap-4,0,1811,,,,,,,1841,4885,4917,20631,,,,,,,20644,28042,,
