network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,478,507,516,,,,,,,,,508,6782,6831,6839,,,,
testnet,default,transfer-erc20-test,,,0,292,300,312,,,,,,,,,303,6581,6589,6598,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,525,574,618,,,,,,,575,5768,,,5800,5844,,,576,8914
testnet,default,transfer-cadence-test,,,0,346,347,372,,,,,,,347,6604,,,6630,10253,,,348,10783
mainnet,default,transfer-test,,,0,674,708,718,,,,,,,,,709,6989,7020,7029,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,530,568,636,,,,,,,569,7639,,,7658,7709,,,570,11767
testnet,ALCHEMY_URL,transfer-test,,,0,1015,1014,1074,,,,,,,,,1015,7777,7791,7858,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,670,710,750,,,,,,,,,712,7269,7299,7346,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,511,558,603,,,,,,,,,559,7147,7154,7205,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,287,305,314,,,,,,,,,305,6582,6630,6639,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,294,304,316,,,,,,,,,307,6582,6627,6638,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,609,657,667,,,,,,,,,658,3732,3748,3757,,,,
mainnet,default,headless-kittypunch-swap-3,0,18110,,,,,18158,21622,,,21670,37390,,,,,,,37436,44783,,
mainnet,default,headless-kittypunch-swap-4,0,1775,,,,,,,1823,5837,5879,21582,,,,,,,21603,28936,,
