network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1093,1115,1177,,,1116,7918,7922,7983,,
testnet,default,transfer-erc20-test,0,615,661,727,,,664,7465,7474,7536,,
testnet,default,transfer-cadence-soft-finality-test,0,671,677,770,677,5120,,,5160,5251,679,8407
testnet,default,transfer-cadence-test,0,515,521,593,522,6041,,,6064,9302,524,9320
mainnet,default,transfer-test,0,913,959,1021,,,960,4505,4543,4605,,
mainnet,default,transfer-cadence-soft-finality-test,0,813,859,964,860,4797,,,4842,4947,861,11414
testnet,ALCHEMY_URL,transfer-test,0,1741,1769,2025,,,1770,6460,6482,6605,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1599,1619,1855,,,1621,9587,9599,9721,,
mainnet,ALCHEMY_URL,transfer-test,0,986,1015,1123,,,1016,8295,8306,8409,,
testnet,QUICKNODE_URL,transfer-test,0,608,608,670,,,609,7376,7383,7439,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,563,613,674,,,616,7374,7401,7459,,
mainnet,QUICKNODE_URL,transfer-test,0,814,859,921,,,860,7663,7703,7765,,
