network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,676,714,772,,,715,4213,4239,4296,,
testnet,default,transfer-erc20-test,1,707,714,774,,,717,7489,7501,7559,,
testnet,default,transfer-cadence-soft-finality-test,0,560,563,658,563,4975,,,5008,5101,565,9361
testnet,default,transfer-cadence-test,1,506,511,590,511,3858,,,3883,7373,513,7145
mainnet,default,transfer-test,0,965,969,1031,,,969,7761,7805,7955,,
testnet,ALCHEMY_URL,transfer-test,0,1026,1071,1196,,,1072,5735,5758,5895,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1250,1275,1584,,,1278,5367,5412,5538,,
mainnet,ALCHEMY_URL,transfer-test,0,973,1021,1145,,,1022,8456,8470,8583,,
testnet,QUICKNODE_URL,transfer-test,0,570,613,670,,,614,7374,7399,7455,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,533,561,620,,,564,7333,7350,7407,,
mainnet,QUICKNODE_URL,transfer-test,0,610,612,674,,,612,7843,7856,7913,,
