network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,852,867,952,,,,,,,867,4358,4388,4432,,,,
testnet,default,transfer-erc20-test,,,1,512,510,559,,,,,,,512,3848,3884,3930,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,572,586,671,,,,,586,4972,,,4973,5075,,,587,8235
testnet,default,transfer-cadence-test,,,0,355,355,421,,,,,355,4589,,,4594,7290,,,357,7739
mainnet,default,transfer-test,,,0,706,717,773,,,,,,,717,7267,7298,7362,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,456,486,660,,,,,486,8922,,,8957,9116,,,488,8922
testnet,ALCHEMY_URL,transfer-test,,,0,916,918,1054,,,,,,,918,4909,4953,5114,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,746,764,889,,,,,,,767,4674,4695,4822,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1109,1122,1240,,,,,,,1122,8592,8621,8760,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,761,765,825,,,,,,,765,4294,4340,4400,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,652,663,728,,,,,,,665,4197,4238,4299,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,433,459,516,,,,,,,459,3757,3780,3836,,,,
mainnet,default,headless-kittypunch-swap-1,0,21565,,,,,21607,30202,30234,48765,,,,,,,48766,55139,,
