network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,447,455,474,,,455,3617,3633,3652,,
testnet,default,transfer-erc20-test,0,261,303,326,,,305,3465,3487,3507,,
testnet,default,transfer-cadence-soft-finality-test,0,353,400,553,401,3587,,,3622,3675,403,7813
testnet,default,transfer-cadence-test,0,284,331,368,332,3521,,,3567,6844,334,7734
mainnet,default,transfer-test,0,476,505,537,,,506,6932,6973,6997,,
mainnet,default,transfer-cadence-soft-finality-test,0,469,488,1251,489,6524,,,6530,6595,490,11822
testnet,ALCHEMY_URL,transfer-test,0,381,404,449,,,405,3748,3792,3836,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,329,356,397,,,357,3652,3697,3727,,
mainnet,ALCHEMY_URL,transfer-test,0,549,553,581,,,553,7090,7117,7145,,
testnet,QUICKNODE_URL,transfer-test,0,304,305,324,,,306,3475,3493,3513,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,262,305,329,,,308,3469,3495,3516,,
mainnet,QUICKNODE_URL,transfer-test,0,862,908,933,,,909,7337,7374,7398,,
