network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,834,857,890,,,,,,,,,858,7338,7342,7372,,,,
testnet,default,transfer-erc20-test,,,0,676,711,746,,,,,,,,,714,7172,7206,7238,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,309,321,354,,,,,,,321,6601,,,6610,6646,,,323,9715
testnet,default,transfer-cadence-test,,,0,291,329,364,,,,,,,330,6628,,,6669,8896,,,332,9758
mainnet,default,transfer-test,,,0,477,503,509,,,,,,,,,504,6748,6765,6770,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,586,624,670,,,,,,,625,6590,,,6610,6673,,,627,11747
testnet,ALCHEMY_URL,transfer-test,,,0,657,705,756,,,,,,,,,706,7249,7261,7284,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,495,506,539,,,,,,,,,509,6959,6996,7037,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,521,552,590,,,,,,,,,553,7399,7444,7479,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,359,402,408,,,,,,,,,402,6643,6681,6686,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,221,252,262,,,,,,,,,255,6494,6527,6621,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,512,551,558,,,,,,,,,552,6798,6826,6833,,,,
mainnet,default,headless-kittypunch-swap-1,0,20884,,,,,20918,29397,,,29425,48060,,,,,,,48064,54448,,
mainnet,default,headless-kittypunch-swap-2,0,2007,,,,,,,2019,8106,8111,26985,,,,,,,26988,33461,,
