network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,1,821,861,881,,,,,,,861,4020,4055,4073,,,,
testnet,default,transfer-erc20-test,,,0,400,402,425,,,,,,,405,3572,3590,3611,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,615,664,717,,,,,665,4887,,,4888,4938,,,666,8046
testnet,default,transfer-cadence-test,,,0,316,362,393,,,,,363,4622,,,4638,6697,,,364,6725
mainnet,default,transfer-test,,,0,931,960,985,,,,,,,960,7392,7435,7459,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,581,584,650,,,,,584,8521,,,8528,8594,,,585,10641
testnet,ALCHEMY_URL,transfer-test,,,0,978,1010,1095,,,,,,,1011,4761,4762,4862,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,773,813,894,,,,,,,816,4418,4456,4545,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,381,407,429,,,,,,,407,3574,3596,3615,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,297,304,328,,,,,,,308,3469,3504,3524,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,496,506,530,,,,,,,507,6935,6983,7006,,,,
mainnet,default,headless-kittypunch-swap-4,0,17796,,,,,17817,22119,22147,37887,,,,,,,37922,45252,,
