network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,725,757,792,,,,,,,758,7245,7292,7325,,,,
testnet,default,transfer-erc20-test,,,0,703,707,745,,,,,,,710,7199,7234,7280,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,518,533,595,,,,,534,6884,,,6908,6947,,,535,10002
testnet,default,transfer-cadence-test,,,0,445,455,504,,,,,456,5712,,,5734,8441,,,457,9049
mainnet,default,transfer-test,,,0,916,954,966,,,,,,,955,7232,7262,7270,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,762,809,861,,,,,810,5626,,,5642,5693,,,812,12090
testnet,ALCHEMY_URL,transfer-test,,,0,598,602,632,,,,,,,603,7130,7163,7194,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,517,551,587,,,,,,,554,7018,7051,7078,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,695,704,743,,,,,,,705,7208,7252,7288,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,314,352,361,,,,,,,353,6628,6639,6647,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,303,302,314,,,,,,,305,6583,6628,6639,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,652,651,660,,,,,,,652,6930,6970,6978,,,,
mainnet,default,headless-kittypunch-swap-1,0,21201,,,,,21242,29571,29591,48047,,,,,,,48073,54455,,
