providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-erc20-test,0,3676,3600,4111,9100,9745,,,3600,9271,,
default,transfer-cadence-soft-finality-test,0,1767,1700,2255,6350,6801,1700,6508,,,1700,9581
default,transfer-test,0,3369,3350,3868,7250,7653,,,3350,7380,,
default,transfer-cadence-test,0,1622,1550,2076,6150,9951,1550,6314,,,1550,10676
ALCHEMY_URL,transfer-erc20-test,0,5389,5300,6208,13600,14937,,,5300,13839,,
ALCHEMY_URL,transfer-test,0,6407,6300,6769,17150,17845,,,6300,17482,,
