network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,905,918,1028,,,,,,,918,4602,4646,4706,,,,
testnet,default,transfer-erc20-test,,,0,1133,1173,1284,,,,,,,1175,4711,4752,4814,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,593,632,695,,,,,632,4993,,,5021,5085,,,634,8185
testnet,default,transfer-cadence-test,,,0,477,517,628,,,,,517,3910,,,3937,6812,,,519,7199
mainnet,default,transfer-test,,,0,847,867,938,,,,,,,868,7575,7605,7676,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,539,541,670,,,,,541,8172,,,8195,8319,,,542,13846
testnet,ALCHEMY_URL,transfer-test,,,0,997,1020,1172,,,,,,,1020,4929,4967,5072,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,823,868,988,,,,,,,871,4716,4748,4866,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,800,816,936,,,,,,,817,7911,7958,8067,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,918,918,984,,,,,,,918,4528,4545,4611,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,935,969,1045,,,,,,,970,4615,4650,4725,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,609,612,683,,,,,,,612,7307,7322,7394,,,,
mainnet,default,headless-kittypunch-swap-1,0,21197,,,,,21244,29795,29822,48905,,,,,,,48917,62368,,
