network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1308,1326,1367,,,1327,30681,30708,30741,,
testnet,default,transfer-erc20-test,0,931,969,1008,,,971,14195,14232,14270,,
testnet,default,transfer-cadence-soft-finality-test,0,579,592,697,593,8570,,,8605,8840,593,9632
testnet,default,transfer-cadence-test,0,514,516,575,516,6971,,,6999,9806,517,10174
mainnet,default,transfer-test,0,800,817,826,,,817,7101,7147,7156,,
mainnet,default,transfer-cadence-soft-finality-test,0,441,487,568,487,6892,,,6918,6994,489,8998
testnet,ALCHEMY_URL,transfer-test,0,626,663,722,,,663,7254,7296,7341,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,495,512,552,,,514,7055,7096,7132,,
mainnet,ALCHEMY_URL,transfer-test,0,729,765,995,,,765,7483,7499,7553,,
testnet,QUICKNODE_URL,transfer-test,0,504,510,519,,,510,6783,6787,6795,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,494,510,525,,,512,6786,6787,6798,,
mainnet,QUICKNODE_URL,transfer-test,0,492,510,519,,,511,6792,6797,6807,,
