network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,406,453,489,,,,,,,,,454,3715,3722,3758,,,,
testnet,default,transfer-erc20-test,,,0,262,302,341,,,,,,,,,305,3577,3579,3616,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,343,375,414,,,,,,,376,4632,,,4648,4789,,,377,7779
testnet,default,transfer-cadence-test,,,0,314,347,409,,,,,,,348,4585,,,4620,6452,,,349,6664
mainnet,default,transfer-test,,,0,166,204,214,,,,,,,,,205,6486,6534,6543,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,378,403,458,,,,,,,404,9240,,,9281,9335,,,405,10353
testnet,ALCHEMY_URL,transfer-test,,,0,450,453,513,,,,,,,,,454,3865,3878,3929,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,419,456,512,,,,,,,,,459,3780,3792,3830,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,723,758,795,,,,,,,,,759,7344,7362,7400,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,89,100,109,,,,,,,,,101,6375,6407,6415,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,87,101,113,,,,,,,,,104,6376,6398,6408,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,167,206,215,,,,,,,,,207,6487,6537,6546,,,,
mainnet,default,headless-kittypunch-swap-1,0,21073,,,,,21120,22144,,,22181,40823,,,,,,,40849,46711,,
mainnet,default,headless-kittypunch-swap-2,0,2532,,,,,,,2547,5112,5126,24533,,,,,,,24573,30420,,
mainnet,default,headless-kittypunch-swap-3,0,17907,,,,,17951,19002,,,19019,34892,,,,,,,34899,42228,,
mainnet,default,headless-kittypunch-swap-4,0,1668,,,,,,,1712,3903,3933,19879,,,,,,,19920,27275,,
