network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,433,461,480,,,462,6839,6878,6897,,
testnet,default,transfer-erc20-test,0,247,251,274,,,253,6636,6665,6686,,
testnet,default,transfer-cadence-soft-finality-test,0,539,584,640,585,6925,,,6970,7027,585,10092
testnet,default,transfer-cadence-test,0,287,330,365,331,5580,,,5612,8713,332,8747
mainnet,default,transfer-test,1,828,859,883,,,859,7290,7312,7335,,
mainnet,default,transfer-cadence-soft-finality-test,0,549,583,649,584,4255,,,4266,4333,585,8525
testnet,ALCHEMY_URL,transfer-test,0,442,456,496,,,457,6959,6978,7019,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,337,354,387,,,357,13755,13779,13814,,
mainnet,ALCHEMY_URL,transfer-test,0,320,352,378,,,353,10839,10850,10877,,
testnet,QUICKNODE_URL,transfer-test,0,264,306,325,,,307,6684,6708,6727,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,356,400,423,,,403,6781,6810,6830,,
mainnet,QUICKNODE_URL,transfer-test,0,348,355,379,,,356,6783,6816,6840,,
