network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,562,606,615,,,,,,,607,3711,3744,3752,,,,
testnet,default,transfer-erc20-test,,,0,273,303,316,,,,,,,305,6582,6617,6629,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,434,435,478,,,,,435,3570,,,3605,3647,,,437,7748
testnet,default,transfer-cadence-test,,,0,425,431,465,,,,,432,4608,,,4608,7092,,,434,7742
mainnet,default,transfer-test,,,0,774,808,819,,,,,,,809,7094,7120,7129,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,692,736,788,,,,,737,7487,,,7528,7612,,,738,10558
testnet,ALCHEMY_URL,transfer-test,,,0,1240,1264,1346,,,,,,,1264,4917,4954,5070,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1193,1211,1350,,,,,,,1214,5076,5106,5251,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,619,658,721,,,,,,,659,7394,7416,7479,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,257,302,311,,,,,,,303,6581,6608,6617,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,241,253,267,,,,,,,256,3324,3339,3350,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,423,455,464,,,,,,,455,6747,6760,6771,,,,
mainnet,default,headless-kittypunch-swap-1,0,28858,,,,,28887,31503,31533,49896,,,,,,,49907,56752,,
