network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,472,512,532,,,513,3677,3677,3695,,
testnet,default,transfer-erc20-test,0,256,259,282,,,261,3430,3480,3501,,
testnet,default,transfer-cadence-soft-finality-test,0,393,440,494,441,3656,,,3656,3725,443,6832
testnet,default,transfer-cadence-test,0,314,359,395,360,3558,,,3575,6629,361,6721
mainnet,default,transfer-test,0,750,765,792,,,766,7211,7244,7270,,
mainnet,default,transfer-cadence-soft-finality-test,0,390,401,467,402,5432,,,5455,5521,403,11806
testnet,ALCHEMY_URL,transfer-test,0,502,511,558,,,512,3820,3832,3860,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,354,357,408,,,359,3672,3676,3717,,
mainnet,ALCHEMY_URL,transfer-test,0,369,408,433,,,409,6903,6943,6980,,
testnet,QUICKNODE_URL,transfer-test,0,343,357,376,,,357,3518,3524,3543,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,385,412,435,,,416,3577,3582,3602,,
mainnet,QUICKNODE_URL,transfer-test,0,655,663,691,,,664,7117,7143,7169,,
