network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,825,856,892,,,,,,,857,4151,4178,4213,,,,
testnet,default,transfer-erc20-test,,,0,687,708,747,,,,,,,710,3978,3979,4015,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,460,497,535,,,,,498,4707,,,4735,4774,,,499,6787
testnet,default,transfer-cadence-test,,,0,353,364,421,,,,,365,4571,,,4603,6827,,,366,7693
mainnet,default,transfer-test,,,0,630,665,676,,,,,,,666,6951,6991,7000,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,497,524,576,,,,,525,8246,,,8279,8331,,,527,9256
testnet,ALCHEMY_URL,transfer-test,,,0,524,564,604,,,,,,,565,3924,3936,3991,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,355,357,395,,,,,,,360,3643,3679,3710,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,728,764,803,,,,,,,765,7321,7345,7400,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,451,458,468,,,,,,,459,3527,3573,3581,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,307,305,318,,,,,,,308,3377,3419,3610,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,447,459,470,,,,,,,460,6742,6786,6796,,,,
mainnet,default,headless-kittypunch-swap-1,0,20987,,,,,20997,29283,29317,47917,,,,,,,47962,54306,,
