network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,511,555,582,,,556,3775,3788,3814,,
testnet,default,transfer-erc20-test,0,331,356,387,,,359,3613,3631,3666,,
testnet,default,transfer-cadence-soft-finality-test,0,561,582,640,583,3822,,,3854,3911,584,7010
testnet,default,transfer-cadence-test,0,378,420,462,421,3642,,,3644,7315,422,7889
mainnet,default,transfer-test,0,516,555,596,,,556,7231,7264,7304,,
mainnet,default,transfer-cadence-soft-finality-test,0,3914,3918,3994,3919,8861,,,8900,8985,3920,12075
testnet,ALCHEMY_URL,transfer-test,0,541,554,599,,,555,3946,3990,4035,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,472,507,551,,,510,3905,3949,3985,,
mainnet,ALCHEMY_URL,transfer-test,0,506,508,797,,,509,7107,7125,7161,,
testnet,QUICKNODE_URL,transfer-test,0,451,455,482,,,455,3677,3687,3713,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,495,506,543,,,509,3752,3801,3829,,
mainnet,QUICKNODE_URL,transfer-test,0,614,658,699,,,659,4181,4195,4234,,
