network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,799,818,870,,,,,,,,,818,7384,7397,7433,,,,
testnet,default,transfer-erc20-test,,,0,716,715,753,,,,,,,,,717,7231,7246,7281,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,503,546,601,,,,,,,547,5866,,,5879,5933,,,549,8995
testnet,default,transfer-cadence-test,,,0,352,377,455,,,,,,,378,4646,,,4666,7759,,,380,7770
mainnet,default,transfer-test,,,0,1275,1274,1314,,,,,,,,,1275,7879,7893,7932,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,1,711,727,812,,,,,,,728,14395,,,14401,14508,,,729,14395
testnet,ALCHEMY_URL,transfer-test,,,0,696,713,805,,,,,,,,,714,7623,7652,7725,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,633,663,751,,,,,,,,,665,7560,7601,7680,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1741,1785,1852,,,,,,,,,1785,10110,10150,10216,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,709,756,785,,,,,,,,,756,7221,7238,7267,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,473,509,539,,,,,,,,,512,6971,6993,7021,,,,
mainnet,QUICKNODE_URL,transfer-test,,,1,719,764,809,,,,,,,,,765,7405,7449,7494,,,,
mainnet,default,headless-kittypunch-swap-1,0,21324,,,,,21359,29885,,,29930,48344,,,,,,,48354,56340,,
mainnet,default,headless-kittypunch-swap-2,0,2237,,,,,,,2263,8606,8647,26919,,,,,,,26968,33851,,
