network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,641,653,685,,,,,,,,,654,7108,7130,7159,,,,
testnet,default,transfer-erc20-test,,,0,491,508,542,,,,,,,,,511,7008,7050,7081,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,530,543,599,,,,,,,544,5731,,,5763,5796,,,545,9877
testnet,default,transfer-cadence-test,,,0,260,299,332,,,,,,,300,6564,,,6581,8652,,,301,8660
mainnet,default,transfer-test,,,0,361,403,409,,,,,,,,,403,6648,6673,6679,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,481,484,548,,,,,,,484,6229,,,6272,6320,,,486,10362
testnet,ALCHEMY_URL,transfer-test,,,0,732,756,803,,,,,,,,,756,7228,7257,7281,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,681,706,754,,,,,,,,,709,7302,7323,7355,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,749,753,785,,,,,,,,,754,7302,7311,7339,,,,
testnet,QUICKNODE_URL,transfer-test,,,1,412,452,458,,,,,,,,,453,6688,6703,6707,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,368,404,413,,,,,,,,,407,6646,6670,6677,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,432,452,459,,,,,,,,,453,6694,6704,6710,,,,
mainnet,default,headless-kittypunch-swap-1,0,20701,,,,,20731,29002,,,29027,47522,,,,,,,47537,53913,,
mainnet,default,headless-kittypunch-swap-2,0,1953,,,,,,,1978,8213,8217,26664,,,,,,,26681,33098,,
