network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1062,1058,1088,,,1059,7538,7565,7596,,
testnet,default,transfer-erc20-test,0,603,605,640,,,608,7072,7078,7110,,
testnet,default,transfer-cadence-soft-finality-test,0,775,804,972,805,6404,,,6438,6520,806,10331
testnet,default,transfer-cadence-test,0,562,593,793,594,6154,,,6177,9086,596,9929
mainnet,default,transfer-test,0,1277,1305,1393,,,1306,8174,8203,8288,,
mainnet,default,transfer-cadence-soft-finality-test,0,901,942,1079,942,4754,,,4765,4971,944,9388
testnet,ALCHEMY_URL,transfer-test,0,634,656,718,,,657,7425,7451,7517,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,543,556,621,,,559,7333,7362,7427,,
mainnet,ALCHEMY_URL,transfer-test,0,1088,1105,1170,,,1105,6109,60000,120238,,
testnet,QUICKNODE_URL,transfer-test,0,501,505,541,,,506,7066,7103,7138,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,563,603,650,,,606,7199,7236,7276,,
mainnet,QUICKNODE_URL,transfer-test,0,968,1004,1091,,,1005,7856,7858,7944,,
