network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,971,1011,1074,,,,,,,1011,4597,4638,4699,,,,
testnet,default,transfer-erc20-test,,,0,890,906,971,,,,,,,909,4501,4543,4606,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,590,626,740,,,,,627,5061,,,5098,5160,,,628,7194
testnet,default,transfer-cadence-test,,,0,591,626,736,,,,,627,5097,,,5099,6932,,,628,7236
mainnet,default,transfer-test,,,0,734,758,830,,,,,,,759,7468,7488,7559,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,801,814,978,,,,,814,9097,,,9097,9291,,,816,12561
testnet,ALCHEMY_URL,transfer-test,,,0,975,1006,1118,,,,,,,1006,4828,4878,4988,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,861,859,986,,,,,,,862,4597,4642,4739,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1003,1007,1122,,,,,,,1008,8037,8062,8156,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,890,911,987,,,,,,,912,4518,4540,4606,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,733,758,829,,,,,,,760,4384,4386,4454,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,864,909,981,,,,,,,910,7617,7665,7736,,,,
mainnet,default,headless-kittypunch-swap-1,0,20752,,,,,20755,29328,29352,47968,,,,,,,48008,54838,,
