network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,761,803,862,,,,,,,804,7290,7334,7367,,,,
testnet,default,transfer-erc20-test,,,0,727,751,791,,,,,,,754,7251,7280,7316,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,464,500,562,,,,,501,6822,,,6828,6864,,,503,9991
testnet,default,transfer-cadence-test,,,0,474,483,562,,,,,484,6761,,,6769,9645,,,486,9907
mainnet,default,transfer-test,,,0,622,652,662,,,,,,,653,6934,6965,6974,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,1,530,579,631,,,,,579,5375,,,5406,5462,,,580,9594
testnet,ALCHEMY_URL,transfer-test,,,0,680,704,743,,,,,,,705,7246,7293,7324,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,760,804,851,,,,,,,807,7290,7332,7362,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,830,855,888,,,,,,,856,7378,7387,7424,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,341,350,360,,,,,,,351,6651,6695,6704,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,440,454,467,,,,,,,456,6732,6752,6762,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,610,654,663,,,,,,,654,6936,6971,6980,,,,
mainnet,default,headless-kittypunch-swap-1,0,20892,,,,,20928,29434,29477,48197,,,,,,,48248,55080,,
