network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,638,663,724,,,664,7477,7498,7558,,
testnet,default,transfer-erc20-test,0,759,764,832,,,767,7585,7601,7667,,
testnet,default,transfer-cadence-soft-finality-test,0,679,682,782,683,5026,,,5071,5162,684,8314
testnet,default,transfer-cadence-test,0,713,750,825,750,5110,,,5137,8402,752,8407
mainnet,default,transfer-test,0,1153,1173,1237,,,1174,8371,8418,8481,,
testnet,ALCHEMY_URL,transfer-test,0,817,816,937,,,816,8272,8314,8433,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,932,969,1079,,,970,8413,8417,8528,,
mainnet,ALCHEMY_URL,transfer-test,0,1132,1172,1277,,,1173,8301,8315,8429,,
testnet,QUICKNODE_URL,transfer-test,0,585,613,674,,,614,7429,7449,7509,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,603,613,681,,,616,7426,7455,7518,,
mainnet,QUICKNODE_URL,transfer-test,0,734,766,830,,,766,4306,4340,4404,,
