network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1044,1060,1131,,,1061,7957,7974,8045,,
testnet,default,transfer-erc20-test,0,794,812,888,,,815,7728,7740,7812,,
testnet,default,transfer-cadence-soft-finality-test,0,752,792,902,793,6409,,,6440,6545,794,10852
testnet,default,transfer-cadence-test,0,651,673,764,674,6259,,,6266,8699,676,9586
mainnet,default,transfer-test,0,985,1012,1087,,,1013,7946,7968,8042,,
mainnet,default,transfer-cadence-soft-finality-test,0,792,804,921,804,6872,,,6893,7004,806,12421
testnet,ALCHEMY_URL,transfer-test,0,1669,1713,1804,,,1714,9182,9224,9315,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,821,861,1089,,,864,8135,8183,8278,,
mainnet,ALCHEMY_URL,transfer-test,0,782,809,898,,,810,7806,7827,7918,,
testnet,QUICKNODE_URL,transfer-test,0,608,655,726,,,656,7551,7574,7645,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,615,658,734,,,661,7579,7624,7697,,
mainnet,QUICKNODE_URL,transfer-test,0,821,858,933,,,859,7795,7818,7893,,
