network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,958,971,1006,,,972,7492,7502,7536,,
testnet,default,transfer-erc20-test,0,741,764,803,,,767,4020,4032,4068,,
testnet,default,transfer-cadence-test,0,498,531,601,532,4764,,,4766,9706,534,8917
mainnet,default,transfer-test,0,1041,1070,1080,,,1071,7352,7396,7405,,
mainnet,default,transfer-cadence-soft-finality-test,0,466,514,587,515,9707,,,9750,9820,516,16028
testnet,ALCHEMY_URL,transfer-test,0,928,972,1021,,,972,7552,7556,7597,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,318,356,395,,,359,6884,6892,6926,,
mainnet,ALCHEMY_URL,transfer-test,0,524,564,603,,,565,7213,7247,7288,,
testnet,QUICKNODE_URL,transfer-test,0,533,562,573,,,563,6843,6890,6899,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,307,305,318,,,308,6585,6599,6671,,
mainnet,QUICKNODE_URL,transfer-test,0,734,764,775,,,765,7054,7090,7101,,
