network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,895,914,979,,,915,7802,7814,7879,,
testnet,default,transfer-erc20-test,0,594,610,683,,,613,7460,7484,7550,,
testnet,default,transfer-cadence-soft-finality-test,0,546,592,696,593,6085,,,6088,6186,594,9387
testnet,default,transfer-cadence-test,0,545,591,673,592,6084,,,6091,9367,594,10496
mainnet,default,transfer-test,0,710,711,793,,,711,7687,7693,7769,,
mainnet,default,transfer-cadence-soft-finality-test,0,619,626,746,627,6888,,,6912,7029,629,11376
testnet,ALCHEMY_URL,transfer-test,0,863,864,979,,,865,8056,8083,8182,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,846,859,969,,,862,7859,7883,7979,,
mainnet,ALCHEMY_URL,transfer-test,1,672,713,809,,,713,7822,7836,7945,,
testnet,QUICKNODE_URL,transfer-test,0,749,762,831,,,762,7653,7678,7747,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,649,661,740,,,664,7581,7615,7691,,
mainnet,QUICKNODE_URL,transfer-test,0,830,859,958,,,860,7841,7875,7993,,
