network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,737,766,836,,,766,4379,4391,4459,,
testnet,default,transfer-erc20-test,0,741,765,839,,,768,4416,4441,4512,,
testnet,default,transfer-cadence-soft-finality-test,0,659,708,808,709,4034,,,4076,4175,710,8444
testnet,default,transfer-cadence-test,0,616,654,733,655,5170,,,5201,8304,657,8479
mainnet,default,transfer-test,0,651,663,739,,,664,7612,7652,7731,,
mainnet,default,transfer-cadence-soft-finality-test,0,605,638,758,639,5501,,,5536,5654,641,9987
testnet,ALCHEMY_URL,transfer-test,0,1217,1224,1333,,,1224,4945,4952,5057,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,899,919,1020,,,922,5196,5210,5300,,
mainnet,ALCHEMY_URL,transfer-test,0,932,969,1194,,,969,7954,7960,8051,,
testnet,QUICKNODE_URL,transfer-test,0,610,614,691,,,615,4241,4243,4312,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,590,612,686,,,615,4257,4288,4360,,
mainnet,QUICKNODE_URL,transfer-test,0,683,714,789,,,715,7665,7708,7784,,
