network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,683,713,764,,,,,,,714,7326,7345,7379,,,,
testnet,default,transfer-erc20-test,,,0,699,713,767,,,,,,,716,7276,7296,7333,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,493,537,590,,,,,537,6907,,,6913,6968,,,538,10070
testnet,default,transfer-cadence-test,,,0,345,390,446,,,,,390,5691,,,5697,9014,,,391,9892
mainnet,default,transfer-test,,,0,957,968,1008,,,,,,,969,7584,7601,7640,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,468,517,603,,,,,518,6475,,,6506,6593,,,519,9744
testnet,ALCHEMY_URL,transfer-test,,,0,1022,1021,1105,,,,,,,1022,7877,7912,7983,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,961,968,1055,,,,,,,971,7804,7807,7878,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,800,815,885,,,,,,,816,7614,7653,7722,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,521,560,590,,,,,,,561,7041,7042,7071,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,536,566,600,,,,,,,568,7023,7050,7080,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1148,1172,1212,,,,,,,1173,7759,7804,7932,,,,
mainnet,default,headless-kittypunch-swap-1,0,20906,,,,,20950,29445,29473,48026,,,,,,,48071,54918,,
