network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1016,1020,1074,,,1021,7659,7706,7743,,
testnet,default,transfer-erc20-test,0,507,509,529,,,512,6920,6942,6994,,
testnet,default,transfer-cadence-soft-finality-test,0,638,666,687,667,7039,,,7043,7157,668,10241
testnet,default,transfer-cadence-test,0,357,401,455,402,6547,,,6578,8254,403,8689
mainnet,default,transfer-test,1,787,816,841,,,817,7264,7299,7323,,
mainnet,default,transfer-cadence-soft-finality-test,0,757,770,839,770,6472,,,6487,6557,772,10786
testnet,ALCHEMY_URL,transfer-test,0,815,816,880,,,817,7562,7601,7662,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,739,765,833,,,768,7463,7502,7551,,
mainnet,ALCHEMY_URL,transfer-test,0,1233,1275,1335,,,1276,8488,8524,8606,,
testnet,QUICKNODE_URL,transfer-test,0,691,714,733,,,714,7094,7097,7116,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,596,612,634,,,614,6995,7045,7066,,
mainnet,QUICKNODE_URL,transfer-test,0,2658,2706,2731,,,2707,5914,5921,5945,,
