network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,1,633,656,686,,,657,3890,3893,3921,,
testnet,default,transfer-erc20-test,0,371,404,434,,,406,3632,3637,3664,,
testnet,default,transfer-cadence-soft-finality-test,0,386,424,483,425,3628,,,3640,3698,426,6812
testnet,default,transfer-cadence-test,0,321,360,402,361,3568,,,3577,6812,362,6760
mainnet,default,transfer-test,0,766,808,848,,,809,7349,7378,7412,,
mainnet,default,transfer-cadence-soft-finality-test,0,671,707,806,708,9236,,,9267,9364,710,12453
testnet,ALCHEMY_URL,transfer-test,0,1648,1668,1796,,,1669,5868,5914,6013,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1319,1367,1616,,,1369,5202,5212,5296,,
testnet,QUICKNODE_URL,transfer-test,0,340,358,384,,,359,3594,3644,3673,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,350,354,384,,,357,3591,3640,3671,,
mainnet,QUICKNODE_URL,transfer-test,0,562,610,650,,,611,7145,7178,7211,,
