network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,417,454,474,,,455,3614,3644,3662,,
testnet,default,transfer-erc20-test,0,374,409,431,,,410,6784,6834,6855,,
testnet,default,transfer-cadence-soft-finality-test,0,498,542,593,543,3724,,,3760,3811,544,6919
testnet,default,transfer-cadence-test,0,312,359,395,361,4596,,,4635,7246,363,7753
mainnet,default,transfer-test,0,688,712,737,,,712,7140,7191,7214,,
mainnet,default,transfer-cadence-soft-finality-test,0,539,549,614,549,7209,,,7241,7307,551,9348
testnet,ALCHEMY_URL,transfer-test,0,1158,1161,1362,,,1161,5100,5106,5203,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,797,806,898,,,809,4854,4900,5009,,
testnet,QUICKNODE_URL,transfer-test,0,315,353,373,,,354,3509,3539,3558,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,395,406,429,,,409,3568,3594,3614,,
mainnet,QUICKNODE_URL,transfer-test,0,440,458,482,,,459,6884,6934,6958,,
