network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,863,907,959,,,,,,,,,908,7473,7502,7536,,,,
testnet,default,transfer-erc20-test,,,0,847,856,917,,,,,,,,,859,7408,7456,7493,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,530,573,628,,,,,,,574,6947,,,6949,7005,,,575,10110
testnet,default,transfer-cadence-test,,,0,466,475,552,,,,,,,476,6841,,,6845,9778,,,477,9967
mainnet,default,transfer-test,,,0,880,907,952,,,,,,,,,908,7500,7501,7539,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,635,670,755,,,,,,,671,9245,,,9264,9357,,,672,10328
testnet,ALCHEMY_URL,transfer-test,,,0,1013,1059,1133,,,,,,,,,1060,7920,7963,8041,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,951,954,1030,,,,,,,,,957,7836,7855,7926,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1085,1107,1234,,,,,,,,,1108,8980,9006,9333,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,548,556,585,,,,,,,,,557,7008,7030,7057,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,501,502,533,,,,,,,,,505,6965,6987,7015,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,731,757,802,,,,,,,,,757,7346,7361,7400,,,,
mainnet,default,headless-kittypunch-swap-1,0,21285,,,,,21336,29629,,,29650,48267,,,,,,,48302,55141,,
mainnet,default,headless-kittypunch-swap-2,0,2042,,,,,,,2075,8528,8564,27099,,,,,,,27104,33940,,
