network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,853,868,953,,,,,,,,,869,7570,7613,7658,,,,
testnet,default,transfer-erc20-test,,,0,582,612,661,,,,,,,,,615,7282,7309,7355,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,536,546,629,,,,,,,547,6056,,,6058,6145,,,548,10376
testnet,default,transfer-cadence-test,,,0,465,514,581,,,,,,,515,6876,,,6895,8970,,,517,9018
mainnet,default,transfer-test,,,0,841,867,938,,,,,,,,,868,7562,7601,7672,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,529,558,673,,,,,,,559,5759,,,5762,5927,,,560,11379
testnet,ALCHEMY_URL,transfer-test,,,0,920,921,1050,,,,,,,,,922,8126,8165,8277,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,769,816,927,,,,,,,,,819,4608,4649,4759,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1197,1224,1354,,,,,,,,,1225,8465,8471,8592,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,829,867,928,,,,,,,,,868,7631,7652,7708,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,719,767,832,,,,,,,,,769,7530,7555,7612,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,980,1021,1094,,,,,,,,,1022,7714,7756,7826,,,,
mainnet,default,headless-kittypunch-swap-1,0,21341,,,,,21342,30089,,,30116,48816,,,,,,,48863,56457,,
mainnet,default,headless-kittypunch-swap-2,0,2073,,,,,,,2109,8741,8744,27124,,,,,,,27174,34160,,
