network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),1_SwapClick_UsdfToFlow(waiting),1_SwapClick_UsdfToFlow(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,758,756,813,,,,,,,,,757,7512,7520,7576,,,,
testnet,default,transfer-erc20-test,,,0,641,658,722,,,,,,,,,660,7440,7459,7521,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,612,615,704,,,,,,,615,5036,,,5046,5137,,,617,8314
testnet,default,transfer-cadence-test,,,0,495,502,580,,,,,,,502,7064,,,7096,10303,,,504,10349
mainnet,default,transfer-test,,,0,837,860,924,,,,,,,,,861,7482,7525,7589,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,687,696,838,,,,,,,696,6311,,,6331,6500,,,698,10917
testnet,ALCHEMY_URL,transfer-test,,,0,1594,1614,1749,,,,,,,,,1615,9664,9686,9802,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,930,959,1092,,,,,,,,,961,8625,8647,8952,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1591,1612,1870,,,,,,,,,1613,9235,9279,9411,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,602,607,664,,,,,,,,,608,7362,7368,7424,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,611,655,720,,,,,,,,,658,7424,7433,7490,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,735,757,821,,,,,,,,,758,13842,13864,13927,,,,
mainnet,default,headless-kittypunch-swap-1,0,22123,,,,,22170,25050,,,25059,43474,,,,,,,43480,50330,,
mainnet,default,headless-kittypunch-swap-2,0,2727,,,,,,,2753,6424,6450,25445,,,,,,,25446,32338,,
