network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,906,906,983,,,907,4570,4588,4664,,
testnet,default,transfer-erc20-test,0,688,707,787,,,709,4356,4393,4466,,
testnet,default,transfer-cadence-soft-finality-test,0,1187,1228,1339,1229,4645,,,4650,4761,1230,7980
testnet,default,transfer-cadence-test,0,579,617,708,618,3990,,,3990,7333,619,8427
mainnet,default,transfer-test,0,756,758,835,,,759,7892,7921,7996,,
mainnet,default,transfer-cadence-soft-finality-test,0,603,613,731,613,4420,,,4440,4559,614,9980
testnet,ALCHEMY_URL,transfer-test,0,973,1014,1116,,,1015,5165,5209,5320,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,976,1009,1257,,,1012,5410,5446,5559,,
mainnet,ALCHEMY_URL,transfer-test,0,728,760,853,,,760,7906,7917,8005,,
testnet,QUICKNODE_URL,transfer-test,0,677,706,783,,,707,4401,4452,4529,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,652,657,736,,,660,4323,4350,4427,,
mainnet,QUICKNODE_URL,transfer-test,0,827,859,936,,,860,7783,7824,7900,,
