network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1080,1111,1189,,,,,,,1112,4771,4796,4868,,,,
testnet,default,transfer-erc20-test,,,0,757,764,840,,,,,,,766,4412,4455,4529,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,692,735,845,,,,,735,4137,,,4162,4271,,,737,8577
testnet,default,transfer-cadence-test,,,0,573,616,707,,,,,617,5076,,,5096,7025,,,619,7298
mainnet,default,transfer-test,,,0,1531,1561,1659,,,,,,,1562,8510,8520,8618,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,838,879,1038,,,,,879,8123,,,8168,8384,,,880,11691
testnet,ALCHEMY_URL,transfer-test,,,0,1813,1818,1945,,,,,,,1819,6212,6259,6386,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1778,1816,1928,,,,,,,1819,5958,5959,6113,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,2100,2118,2373,,,,,,,2118,8641,8674,8908,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,943,960,1036,,,,,,,961,4629,4644,4719,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,929,960,1039,,,,,,,963,4629,4656,4733,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1053,1063,1165,,,,,,,1063,4739,4759,4857,,,,
mainnet,default,headless-kittypunch-swap-1,0,20706,,,,,20734,23588,23633,42339,,,,,,,42348,49687,,
