network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,763,765,785,,,,,,,766,3930,3933,3952,,,,
testnet,default,transfer-erc20-test,,,0,317,356,381,,,,,,,361,3525,3529,3549,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,668,716,767,,,,,717,3936,,,3936,3986,,,719,7094
testnet,default,transfer-cadence-test,,,0,331,375,406,,,,,376,3557,,,3599,7132,,,378,7772
mainnet,default,transfer-test,,,0,709,715,740,,,,,,,716,7143,7143,7166,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,418,437,504,,,,,438,5024,,,5029,5094,,,439,10399
testnet,ALCHEMY_URL,transfer-test,,,0,646,666,756,,,,,,,667,4657,4705,4802,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,730,767,862,,,,,,,771,4508,4551,4642,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,471,510,529,,,,,,,510,3672,3675,3693,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,311,357,380,,,,,,,360,3523,3533,3553,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,443,459,483,,,,,,,460,6890,6897,6922,,,,
mainnet,default,headless-kittypunch-swap-3,0,18485,,,,,18514,23261,23294,39093,,,,,,,39094,46501,,
