network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1567,1609,1629,,,,,,,1610,4769,4781,4798,,,,
testnet,default,transfer-erc20-test,,,0,437,453,473,,,,,,,455,3594,3632,3650,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,420,442,465,,,,,443,4541,,,4563,4585,,,444,7613
testnet,default,transfer-cadence-test,,,0,243,266,309,,,,,267,4390,,,4435,6433,,,268,6433
mainnet,default,transfer-test,,,0,474,504,529,,,,,,,505,6934,6940,6964,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,804,816,880,,,,,816,5425,,,5444,5508,,,818,9689
testnet,ALCHEMY_URL,transfer-test,,,0,599,603,672,,,,,,,603,4062,4080,4132,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,477,503,567,,,,,,,506,3973,3989,4048,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,631,654,708,,,,,,,655,7301,7346,7400,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,450,453,472,,,,,,,454,6833,6839,6858,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,475,502,525,,,,,,,504,3666,3672,3700,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,480,504,529,,,,,,,504,6936,6986,7011,,,,
mainnet,default,headless-kittypunch-swap-1,0,20949,,,,,20986,29299,29331,47895,,,,,,,47908,54313,,
