network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,305,305,311,,,305,3342,3367,3372,,
testnet,default,transfer-erc20-test,0,223,255,263,,,257,3295,3323,3331,,
testnet,default,transfer-cadence-soft-finality-test,0,390,398,1138,398,3493,,,3511,3550,400,7662
testnet,default,transfer-cadence-test,0,237,244,260,244,3332,,,3356,7069,246,7496
mainnet,default,transfer-test,0,522,560,567,,,561,6806,6841,6847,,
mainnet,default,transfer-cadence-soft-finality-test,0,328,375,424,376,6139,,,6143,6193,378,11405
testnet,ALCHEMY_URL,transfer-test,0,508,511,545,,,511,3687,3730,3754,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,449,458,498,,,461,3604,3629,3646,,
mainnet,ALCHEMY_URL,transfer-test,0,298,306,320,,,307,6676,6693,6704,,
testnet,QUICKNODE_URL,transfer-test,0,151,152,157,,,153,3188,3220,3224,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,229,255,263,,,258,3293,3334,3341,,
mainnet,QUICKNODE_URL,transfer-test,0,416,458,464,,,459,6705,6741,6746,,
