network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,760,807,843,,,808,7326,7352,7387,,
testnet,default,transfer-erc20-test,0,500,503,542,,,505,7023,7023,7061,,
testnet,default,transfer-cadence-soft-finality-test,0,511,547,608,547,7863,,,7901,7940,548,8903
testnet,default,transfer-cadence-test,0,429,438,507,439,5734,,,5766,7864,441,7837
mainnet,default,transfer-test,0,729,754,763,,,755,7036,7078,7087,,
mainnet,default,transfer-cadence-soft-finality-test,0,296,343,396,344,5913,,,5919,5995,346,10315
testnet,ALCHEMY_URL,transfer-test,0,572,605,655,,,607,7224,7231,7284,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,438,453,512,,,456,7029,7042,7086,,
mainnet,ALCHEMY_URL,transfer-test,0,741,758,801,,,759,7371,7409,7449,,
testnet,QUICKNODE_URL,transfer-test,0,317,354,364,,,355,6628,6656,6664,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,364,405,418,,,408,6681,6707,6719,,
mainnet,QUICKNODE_URL,transfer-test,0,646,654,665,,,655,6935,6956,6965,,
