network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1065,1114,1189,,,,,,,1115,4703,4710,4774,,,,
testnet,default,transfer-erc20-test,,,0,737,757,835,,,,,,,760,4400,4404,4480,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,1006,1015,1120,,,,,1015,4395,,,4441,4855,,,1017,7711
testnet,default,transfer-cadence-test,,,0,536,569,662,,,,,570,3899,,,3945,7617,,,572,8339
mainnet,default,transfer-test,,,0,762,807,884,,,,,,,808,4312,4349,4421,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,524,530,701,,,,,530,6173,,,6212,6328,,,532,10777
testnet,ALCHEMY_URL,transfer-test,,,0,1643,1664,1899,,,,,,,1665,6143,6157,6273,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1226,1264,1359,,,,,,,1267,5191,5202,5462,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1570,1615,1881,,,,,,,1616,9168,9189,9453,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,686,710,782,,,,,,,710,4339,4350,4418,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,665,708,777,,,,,,,711,4319,4349,4415,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1175,1211,1287,,,,,,,1211,7938,7969,8044,,,,
mainnet,default,headless-kittypunch-swap-1,0,21186,,,,,21221,24103,24127,43006,,,,,,,43046,49901,,
