network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1004,1008,1076,,,,,,,1008,7904,7954,8029,,,,
testnet,default,transfer-erc20-test,,,0,657,658,736,,,,,,,660,7595,7625,7701,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,677,721,822,,,,,721,6272,,,6303,6434,,,723,9589
testnet,default,transfer-cadence-test,,,0,574,605,706,,,,,606,6233,,,6241,9240,,,607,9562
mainnet,default,transfer-test,,,0,845,860,932,,,,,,,861,7568,7575,7646,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,662,674,850,,,,,675,8433,,,8472,8602,,,676,13052
testnet,ALCHEMY_URL,transfer-test,,,0,1664,1664,1770,,,,,,,1664,9516,9530,9782,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1505,1516,1791,,,,,,,1519,9121,9145,9259,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1726,1763,1978,,,,,,,1764,9494,9526,9786,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,821,861,930,,,,,,,862,7754,7772,7847,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,733,756,835,,,,,,,759,7695,7713,7791,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,695,706,778,,,,,,,707,7405,7411,7482,,,,
mainnet,default,headless-kittypunch-swap-1,0,21896,,,,,21927,24770,24821,43326,,,,,,,43337,47154,,
