providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),GetBalance_Await_hash(waiting),GetBalance_Await_hash(completed),GetBalance_Await_receipt->Change(waiting),GetBalance_Await_receipt->Change(completed),WaitForTransactionExecuted(waiting),WaitForTransactionExecuted(completed),WaitForTransactionReceiptAction(waiting),WaitForTransactionReceiptAction(completed),WaitForTransactionSealed(waiting),WaitForTransactionSealed(completed)
default,transfer-test,0,730,750,790,7200,7314,,,750,7247,,
default,transfer-erc20-test,0,514,550,587,7000,7085,,,550,7003,,
default,transfer-cadence-soft-finality-test,0,534,500,755,5800,5937,500,5905,,,500,10230
default,transfer-cadence-test,0,666,600,855,6150,8645,600,6257,,,600,8528
ALCHEMY_URL,transfer-test,0,930,950,1025,60000,120327,,,950,90956,,
ALCHEMY_URL,transfer-erc20-test,0,553,550,605,60000,120356,,,550,90557,,
