network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1147,1173,1282,,,,,,,1174,8063,8112,8171,,,,
testnet,default,transfer-erc20-test,,,0,1013,1020,1131,,,,,,,1023,7963,7964,8024,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,587,621,685,,,,,622,7111,,,7153,7217,,,623,9242
testnet,default,transfer-cadence-test,,,0,393,426,517,,,,,427,6909,,,6956,9102,,,428,9087
mainnet,default,transfer-test,,,0,946,969,1041,,,,,,,969,7675,7702,7774,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,729,730,922,,,,,730,6068,,,6092,6216,,,732,10611
testnet,ALCHEMY_URL,transfer-test,,,0,841,867,977,,,,,,,868,7902,7910,8007,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,954,968,1064,,,,,,,971,7965,8014,8121,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,900,918,1014,,,,,,,919,7953,7961,8047,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,869,867,936,,,,,,,868,7735,7758,7824,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,821,867,947,,,,,,,870,7753,7758,7835,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,884,918,990,,,,,,,919,7633,7655,7726,,,,
mainnet,default,headless-kittypunch-swap-1,0,21222,,,,,21257,30174,30186,48693,,,,,,,48725,55741,,
