network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,683,714,773,,,715,7258,7275,7331,,
testnet,default,transfer-erc20-test,0,608,611,676,,,614,7158,7159,7195,,
testnet,default,transfer-cadence-soft-finality-test,0,719,738,868,739,5178,,,5178,5276,741,8486
testnet,default,transfer-cadence-test,0,557,567,629,568,5933,,,5933,7521,570,8155
mainnet,default,transfer-test,0,327,357,367,,,358,6643,6692,6701,,
mainnet,default,transfer-cadence-soft-finality-test,0,274,321,392,322,10250,,,10274,10325,324,12486
testnet,ALCHEMY_URL,transfer-test,0,536,563,626,,,564,7070,7096,7124,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,404,407,446,,,410,6898,6944,7005,,
mainnet,ALCHEMY_URL,transfer-test,0,3844,3876,3973,,,3877,10901,10948,11039,,
testnet,QUICKNODE_URL,transfer-test,0,343,351,361,,,352,6631,6653,6672,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,254,255,270,,,259,6535,6584,6595,,
mainnet,QUICKNODE_URL,transfer-test,0,350,356,367,,,357,6642,6691,6701,,
