network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,647,656,712,,,,,,,,,658,7156,7202,7232,,,,
testnet,default,transfer-erc20-test,,,0,518,560,595,,,,,,,,,563,7043,7047,7080,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,435,476,534,,,,,,,477,4720,,,4723,4759,,,479,7878
testnet,default,transfer-cadence-test,,,0,442,479,535,,,,,,,480,5803,,,5848,8850,,,483,8921
mainnet,default,transfer-test,,,0,446,461,468,,,,,,,,,461,6713,6753,6760,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,437,467,517,,,,,,,467,7756,,,7795,7842,,,469,9903
testnet,ALCHEMY_URL,transfer-test,,,0,541,563,597,,,,,,,,,563,7021,7071,7101,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,475,505,538,,,,,,,,,508,6952,7001,7025,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,376,401,435,,,,,,,,,402,6842,6844,6869,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,431,453,459,,,,,,,,,453,6705,6718,6723,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,315,355,370,,,,,,,,,359,6610,6624,6631,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,418,459,466,,,,,,,,,460,6706,6735,6741,,,,
mainnet,default,headless-kittypunch-swap-1,0,21319,,,,,21319,29659,,,29681,48681,,,,,,,48730,54622,,
mainnet,default,headless-kittypunch-swap-2,0,2476,,,,,,,2480,8858,8881,27330,,,,,,,27363,33723,,
