network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,1193,1223,1315,,,1223,8195,8244,8323,,
testnet,default,transfer-erc20-test,0,715,714,793,,,716,7629,7654,7726,,
testnet,default,transfer-cadence-soft-finality-test,0,910,940,1059,941,4387,,,4415,4536,943,7767
testnet,default,transfer-cadence-test,0,736,768,853,769,4202,,,4244,7907,769,8676
mainnet,default,transfer-test,0,1130,1162,1239,,,1163,4838,4847,4923,,
mainnet,default,transfer-cadence-soft-finality-test,0,623,649,771,649,5918,,,5928,6052,651,12681
testnet,ALCHEMY_URL,transfer-test,0,1527,1562,1801,,,1563,9449,9480,9705,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1512,1514,1748,,,1517,9331,9340,9445,,
mainnet,ALCHEMY_URL,transfer-test,0,696,709,805,,,710,7801,7835,7928,,
testnet,QUICKNODE_URL,transfer-test,0,739,761,836,,,762,7703,7728,7803,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,699,709,788,,,712,4355,4394,4466,,
mainnet,QUICKNODE_URL,transfer-test,0,1049,1059,1136,,,1060,8015,8017,8094,,
