network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,756,765,815,,,766,4191,4239,4288,,
testnet,default,transfer-erc20-test,0,534,562,617,,,565,4003,4039,4088,,
testnet,default,transfer-cadence-soft-finality-test,0,644,657,742,658,3986,,,4031,4109,659,8314
testnet,default,transfer-cadence-test,0,452,473,533,474,3791,,,3791,7176,475,8137
mainnet,default,transfer-test,0,643,664,718,,,665,7399,7400,7454,,
mainnet,default,transfer-cadence-soft-finality-test,0,636,642,736,643,6681,,,6718,6814,644,12127
testnet,ALCHEMY_URL,transfer-test,0,1159,1175,1303,,,1176,5512,5516,5638,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,1048,1072,1292,,,1074,5207,5257,5411,,
testnet,QUICKNODE_URL,transfer-test,0,541,562,611,,,563,4004,4033,4081,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,470,513,566,,,516,3933,3935,3985,,
mainnet,QUICKNODE_URL,transfer-test,0,719,765,819,,,766,4240,4286,4340,,
