network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,999,1011,1088,,,,,,,1012,4677,4705,4779,,,,
testnet,default,transfer-erc20-test,,,0,834,861,941,,,,,,,864,4506,4551,4624,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,882,919,1030,,,,,920,4361,,,4395,4501,,,921,7696
testnet,default,transfer-cadence-test,,,0,557,599,687,,,,,600,4043,,,4080,7108,,,602,7375
mainnet,default,transfer-test,,,0,1538,1578,1653,,,,,,,1579,8520,8544,8618,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,793,812,1034,,,,,812,6774,,,6800,6936,,,814,11287
testnet,ALCHEMY_URL,transfer-test,,,0,1164,1209,1339,,,,,,,1210,5308,5310,5460,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1230,1262,1399,,,,,,,1265,5200,5210,5328,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1241,1267,1411,,,,,,,1268,5394,5411,5541,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,840,863,940,,,,,,,864,4531,4560,4635,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,797,810,890,,,,,,,813,4477,4495,4572,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,1282,1316,1393,,,,,,,1316,8256,8284,8358,,,,
mainnet,default,headless-kittypunch-swap-3,0,17951,,,,,17985,45004,45032,60723,,,,,,,60735,69087,,
