network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,1080,1121,1191,,,,,,,1122,4761,4795,4865,,,,
testnet,default,transfer-erc20-test,,,0,706,716,789,,,,,,,719,4338,4341,4413,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,880,922,1032,,,,,923,4305,,,4342,4443,,,925,7629
testnet,default,transfer-cadence-test,,,0,551,598,680,,,,,598,3957,,,3965,7026,,,600,7280
mainnet,default,transfer-test,,,0,1028,1073,1148,,,,,,,1074,4711,4748,4818,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,713,748,868,,,,,749,6454,,,6463,6582,,,750,9681
testnet,ALCHEMY_URL,transfer-test,,,0,1565,1585,1864,,,,,,,1586,6237,6281,6400,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1529,1536,1789,,,,,,,1539,5649,5671,5782,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1437,1481,1593,,,,,,,1482,9444,9490,9599,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,767,767,837,,,,,,,768,4403,4441,4511,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,652,664,737,,,,,,,667,4285,4289,4362,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,852,868,944,,,,,,,869,7817,7859,7934,,,,
mainnet,default,headless-kittypunch-swap-1,0,21235,,,,,21279,23567,23599,42003,,,,,,,42046,49030,,
