network,providerKey,runner,0_KittypunchSwap_PageInit(waiting),0_KittypunchSwap_PageInit(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapClick_FlowToUsdf(waiting),1_SwapClick_FlowToUsdf(completed),2_SignTransaction(waiting),2_SignTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_TransactionComplete(waiting),3_TransactionComplete(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,497,507,526,,,,,,,507,6887,6916,6935,,,,
testnet,default,transfer-erc20-test,,,1,370,407,431,,,,,,,410,6791,6826,6847,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,493,538,590,,,,,539,6879,,,6918,6972,,,540,10041
testnet,default,transfer-cadence-test,,,0,306,342,388,,,,,342,6676,,,6676,9880,,,344,9847
mainnet,default,transfer-test,,,0,630,660,684,,,,,,,661,7086,7087,7110,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,596,620,686,,,,,621,7970,,,8012,8197,,,622,14405
testnet,ALCHEMY_URL,transfer-test,,,0,1495,1517,1751,,,,,,,1518,9035,9035,9258,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1189,1217,1405,,,,,,,1220,8885,8901,9168,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,1255,1265,1348,,,,,,,1266,8275,8298,8390,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,353,355,374,,,,,,,356,6733,6774,6792,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,319,355,380,,,,,,,358,6738,6780,6802,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,537,559,583,,,,,,,560,3758,3791,3814,,,,
mainnet,default,headless-kittypunch-swap-1,0,21765,,,,,21765,24459,24511,43895,,,,,,,43940,50293,,
