network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,500,505,531,,,506,6952,6974,7001,,
testnet,default,transfer-erc20-test,0,337,354,383,,,357,6815,6859,6886,,
testnet,default,transfer-cadence-soft-finality-test,0,452,473,532,473,5671,,,5706,5765,475,8852
testnet,default,transfer-cadence-test,0,337,378,439,379,5571,,,5607,8971,381,9811
mainnet,default,transfer-test,0,772,810,845,,,811,7582,7626,7744,,
testnet,ALCHEMY_URL,transfer-test,0,589,605,653,,,606,7250,7260,7293,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,462,503,552,,,506,7374,7422,7464,,
mainnet,ALCHEMY_URL,transfer-test,0,574,607,644,,,608,7174,7221,7254,,
testnet,QUICKNODE_URL,transfer-test,0,396,404,429,,,404,6850,6875,6900,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,532,554,583,,,557,7004,7026,7053,,
mainnet,QUICKNODE_URL,transfer-test,0,659,706,740,,,707,7486,7522,7555,,
