network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,769,805,838,,,,,,,,,806,7349,7360,7393,,,,
testnet,default,transfer-erc20-test,,,0,725,755,814,,,,,,,,,757,7268,7295,7331,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,330,347,401,,,,,,,348,5632,,,5633,5688,,,349,8746
testnet,default,transfer-cadence-test,,,0,446,457,510,,,,,,,457,7807,,,7832,10078,,,459,9905
mainnet,default,transfer-test,,,0,682,705,733,,,,,,,,,706,13580,13601,13628,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,581,611,680,,,,,,,612,18018,,,18060,18128,,,614,18018
testnet,ALCHEMY_URL,transfer-test,,,0,781,805,867,,,,,,,,,806,7448,7450,7494,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,765,806,863,,,,,,,,,809,7453,7460,7518,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,941,955,1018,,,,,,,,,956,7532,7568,7614,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,589,604,624,,,,,,,,,605,6984,7009,7028,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,333,353,377,,,,,,,,,355,6736,6763,6784,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,680,708,736,,,,,,,,,709,7157,7170,7197,,,,
mainnet,default,headless-kittypunch-swap-1,0,20723,,,,,20742,29106,,,29124,47664,,,,,,,47666,54315,,
mainnet,default,headless-kittypunch-swap-2,0,2063,,,,,,,2087,8127,8175,26611,,,,,,,26612,33446,,
