network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,150,153,159,,,153,6393,6422,6426,,
testnet,default,transfer-erc20-test,0,152,150,159,,,153,6388,6416,6423,,
testnet,default,transfer-cadence-soft-finality-test,0,344,350,387,350,4516,,,4523,4562,352,8683
testnet,default,transfer-cadence-test,0,205,218,240,217,3345,,,3391,6716,219,7500
mainnet,default,transfer-test,1,291,301,310,,,302,6729,6761,6767,,
mainnet,default,transfer-cadence-soft-finality-test,0,423,455,503,455,5653,,,5687,5735,456,11913
testnet,ALCHEMY_URL,transfer-test,0,261,307,333,,,308,6706,6723,6740,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,244,253,282,,,255,6642,6671,6689,,
mainnet,ALCHEMY_URL,transfer-test,1,435,456,484,,,457,6781,6829,6844,,
testnet,QUICKNODE_URL,transfer-test,0,145,151,157,,,151,6390,6416,6422,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,181,202,213,,,205,6439,6480,6488,,
mainnet,QUICKNODE_URL,transfer-test,0,163,201,208,,,202,6626,6669,6675,,
