network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),1_SwapUsdfToFlow(waiting),1_SwapUsdfToFlow(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,691,709,740,,,,,,,,,710,7163,7213,7243,,,,
testnet,default,transfer-erc20-test,,,0,667,707,742,,,,,,,,,710,7162,7164,7196,,,,
testnet,default,transfer-cadence-soft-finality-test,,,1,431,445,480,,,,,,,445,5709,,,5728,5779,,,447,7781
testnet,default,transfer-cadence-test,,,0,305,318,350,,,,,,,318,6564,,,6604,8959,,,320,9693
mainnet,default,transfer-test,,,0,355,402,408,,,,,,,,,402,6640,6688,6693,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,478,480,528,,,,,,,481,8937,,,8964,9029,,,482,9987
testnet,ALCHEMY_URL,transfer-test,,,0,1038,1054,1084,,,,,,,,,1055,7525,7534,7558,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,1,477,505,531,,,,,,,,,508,6948,6983,7099,,,,
mainnet,ALCHEMY_URL,transfer-test,,,1,1485,1507,1531,,,,,,,,,1507,6397,6430,7475,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,388,403,409,,,,,,,,,404,6643,6681,6687,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,344,353,362,,,,,,,,,355,6595,6634,6642,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,539,553,560,,,,,,,,,554,6798,6806,6811,,,,
mainnet,default,headless-kittypunch-swap-1,0,21308,,,,,21352,29697,,,29703,47993,,,,,,,48002,54333,,
mainnet,default,headless-kittypunch-swap-2,0,1992,,,,,,,2035,8282,8324,27117,,,,,,,27135,33551,,
