network,providerKey,runner,0_KittypunchSwap_Init(waiting),0_KittypunchSwap_Init(completed),0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),1_SwapFlowToUsdf(waiting),1_SwapFlowToUsdf(completed),2_DoSigningTransaction(waiting),2_DoSigningTransaction(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),3_WaitForCompleted(waiting),3_WaitForCompleted(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,,,0,932,956,1018,,,,,,,957,7757,7800,7861,,,,
testnet,default,transfer-erc20-test,,,1,1010,1056,1166,,,,,,,1058,7987,7994,8101,,,,
testnet,default,transfer-cadence-soft-finality-test,,,0,598,628,741,,,,,628,7160,,,7205,7279,,,630,10363
testnet,default,transfer-cadence-test,,,0,601,639,721,,,,,640,6290,,,6311,10031,,,641,10650
mainnet,default,transfer-test,,,0,827,855,926,,,,,,,856,7551,7564,7635,,,,
mainnet,default,transfer-cadence-soft-finality-test,,,0,706,715,1298,,,,,716,9592,,,9615,9782,,,718,9592
testnet,ALCHEMY_URL,transfer-test,,,0,1105,1105,1263,,,,,,,1106,8175,8205,8298,,,,
testnet,ALCHEMY_URL,transfer-erc20-test,,,0,1047,1055,1159,,,,,,,1058,8058,8093,8210,,,,
mainnet,ALCHEMY_URL,transfer-test,,,0,3840,3866,3962,,,,,,,3867,10841,10857,10943,,,,
testnet,QUICKNODE_URL,transfer-test,,,0,856,859,932,,,,,,,860,7736,7760,7831,,,,
testnet,QUICKNODE_URL,transfer-erc20-test,,,0,827,857,934,,,,,,,860,7745,7754,7828,,,,
mainnet,QUICKNODE_URL,transfer-test,,,0,905,906,980,,,,,,,907,7603,7606,7677,,,,
mainnet,default,headless-kittypunch-swap-1,0,21007,,,,,21046,29606,29632,48015,,,,,,,48024,55373,,
