network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,766,809,841,,,810,7263,7312,7343,,
testnet,default,transfer-erc20-test,0,580,606,642,,,608,7090,7100,7133,,
testnet,default,transfer-cadence-soft-finality-test,0,464,504,540,504,6868,,,6884,6920,506,8973
testnet,default,transfer-cadence-test,0,287,324,378,325,6599,,,6599,8783,326,8694
mainnet,default,transfer-test,0,1424,1461,1467,,,1462,7700,7725,7730,,
mainnet,default,transfer-cadence-soft-finality-test,0,448,472,519,473,8308,,,8318,8400,474,12494
testnet,ALCHEMY_URL,transfer-test,0,753,757,790,,,758,7252,7295,7322,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,759,803,864,,,806,7361,7386,7439,,
mainnet,ALCHEMY_URL,transfer-test,0,654,653,684,,,654,3885,3923,4049,,
testnet,QUICKNODE_URL,transfer-test,0,334,351,356,,,352,6589,6630,6635,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,243,256,266,,,259,6506,6508,6529,,
mainnet,QUICKNODE_URL,transfer-test,0,499,504,510,,,505,6745,6765,6770,,
